矿井名称,钻孔名称,地层名称,岩石名称,标志层名称,累深,层厚,采长,采取率,倾角,真厚,真厚累计,岩性描述
范各庄煤矿,O10,大苗庄组(P1-1),粉砂岩,,517.56,9.77,8.49,86.9,12,9.56,510.92,深灰色，致密，质较均一，含少量菱铁质结核，局部夹细砂岩条带，具波状层理，自507.89-509.76米处闭合裂隙发育，内充填方解石。在509.83-510.60米含有科达树轮叶及芦木化石，往下渐少。
范各庄煤矿,O10,大苗庄组(P1-1),细粉砂岩,,518.7,1.14,1.14,100,12,1.12,512.04,黑灰色，较细腻，致密，质均一，偶见贝壳状断口，条痕褪色，含少量炭质，偶见镜煤线理，含少量科达树化石。
范各庄煤矿,O10,大苗庄组(P1-1),7煤,7煤,519.15,0.45,,,12,0.44,512.48,
范各庄煤矿,O10,大苗庄组(P1-1),泥岩,7煤,519.4,0.25,,,,0.25,512.73,
范各庄煤矿,O10,大苗庄组(P1-1),7煤,7煤,524.8,5.4,,,12,5.28,518.01,黑色，亮煤为主，次为暗煤，少量镜煤条带，玻璃光泽，条痕褪黑色，块状，局部呈碎渣状。为半光亮型。
范各庄煤矿,O10,大苗庄组(P1-1),粉砂岩,,527.56,2.76,2.76,100,12,2.7,520.71,深灰色，致密，质较均一，顶部富含植物根化石，中下部含有科达树及轮叶化石，局部富集呈层，含菱铁质结核及黄铁矿散晶。
范各庄煤矿,O10,大苗庄组(P1-1),泥岩,,528.36,0.8,0.8,100,12,0.78,521.49,褪灰色，细腻，致密，质均一，参差状断口，滑面较发育，含少量植物根化石及菱铁质结核，偶见植物炭化体。
范各庄煤矿,O10,大苗庄组(P1-1),粉砂岩,,531.2,2.84,2.15,75.7,12,2.78,524.27,深灰色，质欠均一，含砂质及细砂条带，顶部富含植物根化石，中下部可见较多菱铁质结核及科达树，羊齿，轮叶等化石。
范各庄煤矿,O10,大苗庄组(P1-1),泥岩,,532.42,1.22,1.01,82.8,12,1.19,525.46,灰黑色，致密，质均一，棱角状-贝壳状断口，条痕褪色，油脂光泽，偶见科达树及芦木化石。
范各庄煤矿,O10,大苗庄组(P1-1),8煤,8煤,533.2,0.78,0.78,100,12,0.76,526.22,黑色
范各庄煤矿,O10,大苗庄组(P1-1),细砂岩,,538.58,5.38,5.28,98.1,12,5.26,531.48,灰色，成分主要为石英，余为岩屑等。泥硅质基底式胶结，夹深灰色粉砂岩条带及褪色条带，细砂岩中具褪色斑点，具缓波状层理，含较多植物碎片化石。顶部0.45米以粉砂岩为主，富含植物根化石，在534.60-535.00和535.49-537.78米处斜交开裂隙发育，面不平，局部附钙质，底部岩性渐变细。
范各庄煤矿,O10,大苗庄组(P1-1),细粉砂岩,,543.45,4.87,4.75,97.5,12,4.76,536.24,黑灰色，质均一，较细腻，近于泥岩，偶见菱铁质结核及黄铁矿散晶体。
范各庄煤矿,O10,大苗庄组(P1-1),9煤,9煤,545.35,1.9,1.76,92.6,12,1.86,538.1,黑色，以亮煤为主，次为暗煤，沥青光泽，粉状，条痕褪黑色，为半亮型煤。
范各庄煤矿,O10,大苗庄组(P1-1),泥岩,,546.19,0.84,0.74,88.1,12,0.82,538.92,褐灰色，质均一，细腻，参差状断口，富含植物根化石。
范各庄煤矿,O10,大苗庄组(P1-1),粉细砂岩,,548.43,2.24,2.24,100,12,2.19,541.11,深灰-灰色，质不均，粉砂细砂参杂。局部呈互层状，显波状-交错状层理。
范各庄煤矿,O10,大苗庄组(P1-1),细砂岩,大苗庄组底界,553.73,5.3,4.94,93.2,12,5.18,546.29,灰色，成分主要为石英，余为暗色岩屑等，泥硅质基底式胶结，具波状层理，不规则开裂隙，较发育，面不平，附较多黄铁矿散晶集合体，在550.97米处倾角陡立为75°
范各庄煤矿,O10,赵各庄组(C3-2),粉砂岩,,558.11,4.38,4,91.3,12,4.28,550.57,深灰色，质欠均一，夹较多褪色条带，显波状层理。553.73-555.56米岩芯碎，局部具褶曲现象，下部质均一，含较多黄铁矿散晶集合体。局部含海相动物化石及海百合茎化石。
范各庄煤矿,O10,赵各庄组(C3-2),泥岩,,568.16,10.05,8.59,85.5,12,9.83,560.4,灰黑色，细腻，致密，质均一，棱角状-贝壳状断口。条痕褪色。可见水平状层理。含少量黄铁矿散晶，局部呈层分布，偶见菱铁质结核。下部含有较多植物碎片化石。
范各庄煤矿,O10,赵各庄组(C3-2),泥岩,,569.39,1.23,1.2,97.6,12,1.2,561.6,褐灰色，较细腻，质欠均一，参差状断口，具较多植物根化石。顶部0.30米为粗砂岩底部岩性较粗。
范各庄煤矿,O10,赵各庄组(C3-2),粉细砂岩,,575.7,6.31,6.18,97.9,12,6.17,567.77,灰色，质不均，粉细砂混杂，上部岩性由细变粗，含有植物根化石和少量菱铁质结核及鲕粒。下部夹有深灰色粉砂岩条带及菱铁质条带，含植物化石碎片，显波状层理，偶见黄铁矿散晶集合体，自573.50-575.50米斜交开裂隙较发育，面附黄铁矿散晶集合体。
范各庄煤矿,O10,赵各庄组(C3-2),细粉砂岩,,581.3,5.6,5.6,100,12,5.48,573.25,深灰色，致密，质均一，棱角状断口，偶见贝壳状断口。上部含较多海百合茎及淡水动物化石。下部岩石颜色加深，动物化石消失，含有植物碎片化石，具较多菱铁质结核及少量黄铁矿散晶。
范各庄煤矿,O10,赵各庄组(C3-2),粉细砂岩,,583.64,2.34,1.8,76.9,12,2.29,575.54,深灰色，质不均，粉砂岩，细砂岩相间出现，显波状层理，富含眼球状菱铁质结核及黄铁矿散晶及结核，局部呈层。
范各庄煤矿,O10,赵各庄组(C3-2),12煤,12煤,586.42,2.78,,,12,2.72,578.26,
范各庄煤矿,O10,赵各庄组(C3-2),泥岩,12煤,586.62,0.2,,,12,0.2,578.46,
范各庄煤矿,O10,赵各庄组(C3-2),12煤,12煤,588.58,1.96,1.6,81.6,12,1.92,580.38,
范各庄煤矿,O10,赵各庄组(C3-2),泥岩,12煤,589.06,0.48,0.4,83.3,12,0.47,580.85,
范各庄煤矿,O10,赵各庄组(C3-2),12煤,12煤,590.32,1.26,1.11,88.1,12,1.23,582.08,黑色，以亮煤为主，少量暗煤及镜煤条带，玻璃光泽，条痕褪黑色，呈细条带状，呈鳞片状-块状，含少量黄铁矿结核。煤质较好，为半亮型。
范各庄煤矿,O10,赵各庄组(C3-2),粉砂岩,,595.54,5.22,5,95.8,12,5.11,587.19,深灰色，致密，质欠均一，富含植物根化石，夹有黑灰色泥岩薄层，具分布不均的菱铁质结核及黄铁矿散晶集合体，底部岩性渐细。
范各庄煤矿,O10,赵各庄组(C3-2),细粉砂岩,,596.94,1.4,1.4,100,12,1.37,588.56,灰色，致密，质较均一，偶见植物根化石，局部细腻，近于泥岩
范各庄煤矿,O10,赵各庄组(C3-2),细砂岩,,602.29,5.35,5.35,100,12,5.23,593.79,灰色，成分主要为石英，少量暗色岩屑等，分选较好，夹粉砂岩薄层，具缓波状层理，泥硅质基底式胶结。
范各庄煤矿,O10,赵各庄组(C3-2),中粗砂岩,,608.1,5.81,5.81,100,12,5.68,599.47,浅灰色，成分主要为石英，少量风化长石及暗色岩屑等，分选中等，滚圆度为次棱角状，泥硅质孔隙式胶结，波状层理，偶见炭质薄膜。602.80-603.76米具一近于直立状开裂隙，面欠平坦，无附着物。
范各庄煤矿,O10,赵各庄组(C3-2),含砾巨粗砂岩,,611.85,3.75,3.71,98.9,12,3.67,603.14,浅灰色，成分主要为石英及少量长石，暗色岩屑等，分选较差，滚圆度为次棱角状，泥硅质孔隙式胶结，砾石成分主要为燧石，菱铁质量结核及炭屑等，砾径不均，偶见炭质薄膜。
范各庄煤矿,O10,赵各庄组(C3-2),粗砂岩,,621.43,9.58,9.58,100,12,9.37,612.51,浅灰色，成分主要为石英及少量长石及暗色岩屑等，偶见白云母碎片等。分选中等，滚圆度为次棱角状，泥硅质孔隙式胶结，波状层理，偶见斜交层理，具较多菱铁质条带及少量结核，偶见炭质薄膜。在615.90-617.20，617.58-617.87和618.70-619.97米处具斜交开裂隙，面不平。
范各庄煤矿,O10,赵各庄组(C3-2),含砾巨粗砂岩,,625.26,3.83,3.81,99.5,12,3.75,616.26,浅灰色，成分主要为石英，少量长石及暗色岩屑等，分选较差，滚圆度为次棱角状，泥硅质孔隙式胶结，波状层理，砾石成分主要为菱铁质结核及粉砂岩包裹体，呈顺层分布，并以下部较多。
范各庄煤矿,O10,赵各庄组(C3-2),中粗砂岩,,635.86,10.6,9.91,93.5,12,10.37,626.63,浅灰色，成分主要为石英，偶见白云母碎片，少量暗色岩屑等。分选中等，滚圆度为次圆状，泥硅质孔隙式胶结，具缓波状层理，在625.36-626.15米具一近于直立状开裂隙，面欠平坦，无附着物。
范各庄煤矿,O10,赵各庄组(C3-2),石灰岩,K6石灰岩,637.19,1.33,1.23,92.5,10,1.31,627.94,褐灰色，致密，性脆，质欠纯，隐晶质结核，坚硬，含较多海相介壳化石，夹有泥质薄膜及黄铁矿散晶集合体。
范各庄煤矿,O10,赵各庄组(C3-2),细砂岩,,637.69,0.5,0.5,100,10,0.49,628.43,深灰色，质不均，胶结物较多，波状层理，钙质基底式胶结。
范各庄煤矿,O10,赵各庄组(C3-2),中粗砂岩,,640.77,3.08,2.05,66.6,9,3.04,631.47,浅灰色，成分主要为石英，少量长石及暗色岩屑等，偶见白云母碎片，分选中等，滚圆度为次棱角状，泥硅质孔隙式胶结，波状层理，具较多黄铁矿结核。
范各庄煤矿,O10,赵各庄组(C3-2),石灰岩,K6石灰岩,641.91,1.14,1.14,100,9,1.13,632.6,褐灰色，质不纯，致密，性脆，隐晶质结构，含少量海百合茎及动物介壳化石，夹有泥质条带，具较多黄铁矿结核及条带。
范各庄煤矿,O10,赵各庄组(C3-2),细砂岩,,642.1,0.19,0.19,100,9,0.19,632.79,深灰色，质不均，夹有泥质条带及黄铁矿条带，波状层理，含少量方解石细脉，钙质基底式胶结。
范各庄煤矿,O10,赵各庄组(C3-2),13煤,13煤,642.4,0.3,,,9,0.3,633.09,测井成果。
范各庄煤矿,O10,赵各庄组(C3-2),泥岩,,644.76,2.36,1.1,46.6,9,2.33,635.42,褐灰色，细腻，质欠均一，参差状-贝壳状断口，富含植物根化石，具少量黄铁矿散晶集合体，下部含砂。
范各庄煤矿,O10,赵各庄组(C3-2),细砂岩,,648.65,3.89,2.97,76.3,9,3.84,639.26,深灰色，成分主要为石英，余为暗色岩屑等，分选中等，硅质基底式胶结，波状层理，具较多球状黄铁矿结核，上部含较多植物根化石，具较发育的直立状开裂隙，下部夹有深灰色粉砂岩条带，局部为钙质胶结。
范各庄煤矿,O10,赵各庄组(C3-2),细粉砂岩,,652.85,4.2,4.04,96.2,9,4.15,643.41,深灰色，质较均一，致密，坚硬，富含黄铁矿散晶集合体及结核，底部含少量淡水动物介壳化石。
范各庄煤矿,O10,赵各庄组(C3-2),石灰岩,K5石灰岩,654.24,1.39,0.4,28.8,9,1.37,644.78,褐灰色，致密，性脆，隐晶质结构，波状层理，富含海相动物介壳化石及黄铁矿散晶集合体。
范各庄煤矿,O10,赵各庄组(C3-2),14煤,14煤,655,0.76,,,9,0.75,645.53,测井成果。
范各庄煤矿,O10,赵各庄组(C3-2),泥岩,,655.61,0.61,0.61,100,9,0.6,646.13,褐灰色，细腻，致密，质均一，参差状-贝壳状断口，含少量铝质，下部含有植物根化石。
范各庄煤矿,O10,赵各庄组(C3-2),细粉砂岩,,658.84,3.23,3.23,100,9,3.19,649.32,灰色，较细腻，致密，质欠均一，局部近于泥岩。在657.35-658.30米为褪灰色，岩性较粗糙，富含植物根化石。
范各庄煤矿,O10,赵各庄组(C3-2),鲕状泥岩,,660.14,1.3,1.3,100,9,1.28,650.6,灰色，细腻，质较均一，参差状断口，富含菱铁质鲕粒，多呈鱼籽状分布，岩石比重较大。
范各庄煤矿,O10,赵各庄组(C3-2),粉砂岩,,661.88,1.74,1.2,69,9,1.72,652.32,深灰色，致密，质均一，富含植物根化石，含少量菱铁质结核及黄铁矿散晶体。
范各庄煤矿,O10,赵各庄组(C3-2),粉砂岩,,662.88,1,1,100,9,0.99,653.31,灰色，质欠均一，含少量植物根化石及黄铁矿散晶体，顶部0.20米为泥岩。
范各庄煤矿,O10,赵各庄组(C3-2),细砂岩,,664.24,1.36,1.3,95.6,9,1.34,654.65,灰色，成分主要为石英，余为暗色及少量白云母碎片。泥硅质基底式胶结，缓波状层理，含少量黄铁矿散晶集合体。
范各庄煤矿,O10,赵各庄组(C3-2),中细砂岩,,673.18,8.94,7.27,81.3,9,8.83,663.48,浅灰色，成分主要为石英，少量暗色岩屑，偶见白云母碎片，分选较差，滚圆度为次棱角状，泥硅质孔隙式胶结，波状层理，局部夹有鲕状泥岩薄层，含较多黄铁矿散晶集合体，全层不规则开裂隙发育，面不平，附少量钙质。自664.90-673.18具较发育的斜交裂隙及直立状开裂隙，面附钙质薄膜。
范各庄煤矿,O10,赵各庄组(C3-2),粉砂岩,,675.97,2.79,1,35.8,11,2.74,666.22,深灰色，致密，坚硬，质较均一，含少量方解石脉，具有少量菱铁质结核及黄铁矿散晶集合体，斜交开裂隙较发育。
范各庄煤矿,O10,赵各庄组(C3-2),细砂岩,,685.78,9.81,6.52,66.5,11,9.63,675.85,灰色，成分主要为石英，余为暗色岩屑等，偶见白云母碎片，分选较好，泥硅质基底式胶结，波状层理。含少量植物根化石及菱铁质结核，仙见黄铁矿散晶集合体。自678.50-685.48米处不规则开裂隙发育，岩芯破碎。
范各庄煤矿,O10,赵各庄组(C3-2),粉砂岩,赵各庄组底界,694.85,9.07,9.07,100,11,8.9,684.75,灰-深灰色，致密，质较均一，含少量黄铁矿结核及散晶集合体。在686.08-687.80米有斜交闭合裂隙，内充填方解石脉。在689.70-691.20米具一斜交开裂隙，面不平局部附黄铁矿散晶集合体及方解石晶体。下部含有海百合茎及腕足类动物化石。
范各庄煤矿,O10,唐山组(C2-1),石灰岩,K3石灰岩,698.95,4.1,4.1,100,11,4.02,688.77,褐灰色，质欠纯，致密，性脆，坚硬，隐晶质-显晶质结构。缝合线构造较发育，夹有泥质薄膜，具较发育的方解石脉，脉宽最大约20毫米。含有海百合茎及腕足类动物化石，个体直径约45毫米，含少量黄铁矿结核。
范各庄煤矿,O10,唐山组(C2-1),鲕状铝质泥岩,,699.8,0.85,0.85,100,11,0.83,689.6,浅灰色，质软，细腻，参差状断口，手触具滑感，滑面较发育，含少量分布不均的菱铁质鲕粒及植物根化石，顶部0.20米岩性较粗，具黄铁矿结核。
范各庄煤矿,O10,唐山组(C2-1),细砂岩,,700.8,1,1,100,11,0.98,690.58,浅灰色，成分主要为石英，余为岩屑等，分选中等，泥硅质基底式胶结。局部微发绿色。
范各庄煤矿,O10,唐山组(C2-1),粉细砂岩,,713.94,13.14,11.95,90.9,11,12.9,703.48,灰-深灰色，质欠均一，以细砂岩为主，波状层理。上部具分布不均的菱铁质鲕粒，局部微发绿色。下部富含黄铁矿结核及散晶集合体。含少量植物根及碎片化石，含少量菱铁质结核，705.30-706.90米处不规则开裂隙发育。岩芯较碎。
范各庄煤矿,O10,唐山组(C2-1),粉砂岩,,717.22,3.28,3.1,94.5,11,3.22,706.7,深灰色，致密，质较均一，上部含有细砂岩条带，含少量黄铁矿散晶集合体及结核，含菱铁质结核，底部含动物介壳化石。
范各庄煤矿,O10,唐山组(C2-1),石灰岩,K2石灰岩,717.92,0.7,0.7,100,11,0.69,707.39,褐灰色，质较纯，致密，性脆，隐晶质结构，偶见缝合线构造，含少量海相动物介壳化石。
范各庄煤矿,O10,唐山组(C2-1),鲕状泥岩,,719.91,1.99,1.9,95.5,11,1.95,709.34,浅灰色，微发绿色，质欠均一，参差状断口，上部菱铁质鲕粒富集，比重大，夹有暗色斑块。下部鲕粒少见，微含铝质，含紫色斑块。
范各庄煤矿,O10,唐山组(C2-1),粉砂岩,,729.78,9.87,7.86,79.6,11,9.69,719.03,深灰色，致密，质欠均一，局部夹细砂岩薄层，显波状层理，偶见植物根化石及黄铁矿结核。在723.80-725.80米和728.78-729.78米具不规则斜交开裂隙，面不平，局部附少量钙质薄膜。
范各庄煤矿,O10,唐山组(C2-1),石灰岩,,733.86,4.08,1.6,39.2,18,3.88,722.91,灰色，致密，性脆，隐晶质结构，夹有泥质薄膜，具缝合线构造，含少量海相动物介壳化石。偶见黄铁矿结核，全层不规则开裂隙发育，面不平，局部附方解石晶簇。
范各庄煤矿,O10,唐山组(C2-1),粉砂岩,,736.86,3,2.9,96.7,18,2.85,725.76,深灰色，致密，质欠均一，上部微发绿色，夹细砂岩条带，显波状层理，偶见球状黄铁矿结核，735.00-735.86米岩石较碎。
范各庄煤矿,O10,唐山组(C2-1),鲕状泥岩,,739.74,2.88,2.8,97.2,18,2.74,728.5,浅灰色，致密，质较均一，棱角状断口，偶见植物根化石，含有深灰色斑块，具少量滑面，面附绿色薄膜。
范各庄煤矿,O10,唐山组(C2-1),粉砂岩,,741.74,2,2,100,18,1.9,730.4,深灰色，致密，质均一，偶见黄铁矿结核，水平状层理，滑面较发育，面附少量钙质薄膜。
范各庄煤矿,O10,唐山组(C2-1),泥岩,,747.41,5.67,5.2,91.7,18,5.39,735.79,灰紫色，致密，质较均一，参差状断口，上部含少量植物根化石，滑面较发育，自744.80米往返下含紫红色斑块。底部为暗紫色，菱铁质鲕粒富集。
范各庄煤矿,O10,唐山组(C2-1),细砂岩,,750.04,2.63,2.63,100,18,2.5,738.29,灰色，成分主要为石英，余为暗色岩屑等，分选中等，泥硅质基底式胶结，偶见红色环状斑块，局部含有菱铁质鲕粒。
范各庄煤矿,O10,唐山组(C2-1),粉砂岩,,754.99,4.95,3.9,78.8,18,4.71,743,深灰色，致密，质均一，具少量细砂岩条带，水平状层理，偶见黄铁矿结核，底部偶见芦木化石。
范各庄煤矿,O10,唐山组(C2-1),鲕状铝质泥岩,,761.4,6.41,4.2,65.5,18,6.1,749.1,浅灰色，细腻，致密，质较均一，贝壳状-棱角状断口，上部以浅色为主，含少量分布不均的菱铁质鲕粒。偶见黄铁矿散晶。下部质欠均一，局部含砂粒，以绿灰色为主，夹紫色斑块，偶见植物根化石。
范各庄煤矿,O10,唐山组(C2-1),粉砂岩,,771.05,9.65,7.7,79.8,18,9.18,758.28,深灰色，致密，质均一，上部颜色较浅，夹有细砂岩条带，显波状层理。下部为深灰色-黑灰色，含少量植物根化石及较多黄铁矿散晶集合体。在762.90-765.85米有近于直立状和斜交开裂隙，面欠平坦，附少量钙质薄膜。在768.20-771.05米有一近于直立状开裂隙，面较平坦，附少量钙质及黄铁矿集合体。
范各庄煤矿,O10,唐山组(C2-1),鲕状铝质泥岩,唐山组底界,789.76,18.71,16.74,89.5,18,17.79,776.07,灰色，略显粉色。细腻，致密，质均一，参差状断口，含少量铝质，手触具滑感。富含菱铁质鲕粒，呈鲕状及豆状结构。岩石比重较大，含少量黄铁矿散晶集合体。771.05-776.90米具不规则开裂隙，岩石较碎。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,794.12,4.36,1.9,43.6,18,4.15,780.22,灰色，略显褪色。致密，性脆，隐晶质结构，含少量黄铁矿结核及散晶集合体，局部具不规则开裂隙及闭合裂隙，面局部附方解石晶簇，及充填泥质。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,798.14,4.02,2.55,63.4,18,3.82,784.04,浅灰色，致密，性脆，隐晶质结构，偶见缝合线构造及黄铁矿结核。在794.90-795.77米具不规则开裂隙，面不平，局部附少量黄铁矿散晶及方解石晶簇。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,811.77,13.63,10.45,76.7,18,12.96,797,褐灰色，致密，性脆，隐晶质结构，具波状层理，局部夹有白云质灰岩薄层，偶见黄铁矿结核，含较多不规则方解石脉。810.50-810.90米具一斜交闭合裂隙，内充填方解石。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,818.07,6.3,5.6,88.9,18,5.99,802.99,浅白灰色，致密，性脆，隐晶质结构，偶见缝合线构造。方解石细脉发育，偶见黄铁矿散晶集合体，局部具粉钩，底部具有不规则闭合裂隙，内充填泥质。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,822.43,4.36,2.15,49.3,18,4.15,807.14,浅灰色，致密，性脆，隐晶质结构，具缝合线构造，局部白云岩化。具少量不规则闭合裂隙，内充填泥质。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,824.38,1.95,1.85,94.9,18,1.85,808.99,浅白灰色，致密，性脆，坚硬，隐晶质结构。含较多方解石脉及少量粉红色斑点。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,832.03,7.65,7.48,97.8,18,7.28,816.27,灰色，致密，性脆，隐晶质结构，具缝合线构造，具波状层理，含少量黑色有机质薄膜。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,833.38,1.35,1.3,96.3,18,1.28,817.55,浅白灰色，致密，性脆，坚硬，隐晶质结构。方解石细脉较发育，偶见波状层理。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,835.3,1.92,1.92,100,18,1.83,819.38,灰色，致密，性脆，隐晶质结构，具缝合线构造，可见波状层理。在834.00-834.50米具不规则闭合裂隙及开裂隙。闭合裂隙内充填泥质，开裂隙面不平，附有方解石晶族。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,840.25,4.95,3.88,78.4,18,4.71,824.09,浅白灰色，致密，性脆，隐晶质结构，具缝合线构造，含较多方解石细脉，局部夹有泥质薄膜。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,844.07,3.82,3.05,79.8,18,3.63,827.72,褐灰色，致密，性脆，隐晶质结构，具缝合线构造，层理不显，局部为白云岩化。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,851.68,7.61,6.75,88.7,18,7.24,834.96,浅白灰色，致密，性脆，隐晶质结构，具缝合线构造，水平状层理。含少量泥质薄膜及黑色有机质薄膜。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,852.48,0.8,0.8,100,18,0.76,835.72,灰色，致密，性脆，隐晶质结构，在851.90-852.40米具一条近于直立状的闭合裂隙，内充填钙质。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,856.12,3.64,3.35,92,18,3.46,839.18,浅白灰色，致密，性脆，隐晶质结构，具较多方解石细脉，偶见黑色有机质薄膜及泥质薄膜。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,866.64,10.52,10.47,99.5,18,10.01,849.19,灰色，致密，性脆，质欠均一，细晶质-隐晶质结构，具缝合线构造，可见波状层理。上部质不纯为白云岩化。偶见蠕虫爬痕及豹皮灰岩薄层。864.20-864.80米具一斜交闭合裂隙，内充填方解石。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,872.63,5.99,2.52,42.1,18,5.7,854.89,浅白灰色，致密，性脆，隐晶质结构，具波状层理，含较多方解石细脉。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,877.18,4.55,4.55,100,18,4.33,859.22,灰色，致密，性脆，隐晶质结构，具水平-波状层理。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,879.38,2.2,2.1,95.5,18,2.09,861.31,土黄色，致密，质欠纯，隐晶质结构，块状，上部0.70米为浅白灰色，具水平状层理。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,881.78,2.4,1,41.7,18,2.28,863.59,灰色，致密，性脆，隐晶质结构，块状。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,883.68,1.9,1.9,100,18,1.81,865.4,浅灰色，致密，性脆，质欠纯，细晶质结构，可见水平状层理，含较多方解石细脉及少量黄色斑块。
范各庄煤矿,O10,上马家沟组(O2-SM),泥灰岩,,885.51,1.83,0.7,38.3,18,1.74,867.14,灰色，质软，欠均一，隐晶质结构。泥质含量约在30-50%左右。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,886.73,1.22,1.22,100,18,1.16,868.3,灰色，致密，性脆，隐晶质结构，具缝合线构造，具水平状-波状层理。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,888.36,1.63,0.93,57.1,18,1.55,869.85,浅白灰色，致密，性脆，隐晶质结构，具波状层理，偶见黄色斑块。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,905.98,17.62,13.37,75.9,18,16.76,886.61,灰色，致密，性脆，隐晶质结构-细晶质结构。局部为白云岩化，具波状层理。自897.00米往下含较多灰色白云质斑块。892.00-893.40米具不规则开裂隙，岩石多呈碎块状。局部质欠纯。
范各庄煤矿,O10,上马家沟组(O2-SM),豹皮状灰岩,,910.06,4.08,1.55,38,18,3.88,890.49,浅黄灰色，致密，性脆，隐晶质结构，块状构造。自906.63-910.06米具不规则开裂隙面不平，岩石多呈块状。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,934.97,24.91,16.25,65.2,18,23.69,914.18,灰色，致密，性脆，隐晶质结构。质欠纯，具缝合线构造，局部具波状层理，局部白云岩化，偶见白云质斑块及黑色有机质薄膜。在921.40-922.40米具不规则开裂隙，面不平。
范各庄煤矿,O10,上马家沟组(O2-SM),豹皮状灰岩,,941.27,6.3,6.25,99.2,18,5.99,920.17,浅黄灰色，致密，性脆，隐晶质结构，具缝合线构造。含较多方解石脉，局部具狼牙状溶蚀裂隙。在934.00-936.00米及940.37-940.60米具不规则开裂隙，面不平，附有方解石晶簇。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,942.57,1.3,1.3,100,18,1.24,921.41,浅黄灰色，略显粉色。致密，隐晶质结构，块状。942.37-942.47米具一开裂隙，面不平附方解石晶簇。
范各庄煤矿,O10,上马家沟组(O2-SM),豹皮状灰岩,,944.37,1.8,1.8,100,18,1.71,923.12,灰色，致密，性脆，隐晶质结构，具波状层理。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,952.6,8.23,7.58,92.1,18,7.83,930.95,灰色，致密，性脆，隐晶质结构。质欠纯，呈块状，含较多浅灰色白云质灰岩斑块显花斑状，下部含少量黄色白云质灰岩斑块，显豹皮状。945.70-945.90米具一近直立状开裂隙，面不平，附钙质。
范各庄煤矿,O10,上马家沟组(O2-SM),白云质灰岩,,957.02,4.42,4.22,95.5,18,4.2,935.15,灰色，致密，性脆，坚硬，细晶质结构。断层显砂糖状，具缝合线线构造，含较多同质斑块，呈斑状。
范各庄煤矿,O10,上马家沟组(O2-SM),石灰岩,,960,2.98,2.98,100,18,2.83,937.98,灰色，致密，性脆，质欠纯，隐晶质结构。具缝合线构造，含较多白云质斑块，显斑状。
